"","DV","Variable","# datapoints","R2","adjR2","AIC","BIC","F","RMSE","Coef","p-value","Robst p","BG_stat","DW_upper_stat","DW_lower_stat","BP_stat","RMSE_OS","ADF pvalue","PP pvalue","KPSS pvalue","Criteria1","Criteria2","Criteria3"
"1","CO_oil1","BAA10YB_IndexMoMPercentChangeL0","70","0.354005354980474","0.344643113748306","198.580902147633","203.077892631732","4.45446092234292e-08","0.971343662992992","-7.17082941762188","4.45446092487464e-08","0.00195475850207372","0.0102060910056943","0.00626447143437398","0.993735528565626",NA,"0.707409174312678","0.0498878203028125","0.01","0.1","","",""
"2","CO_oil1","BAA10YB_IndexMoMDifferenceL0","70","0.302746490063807","0.292641366731398","203.925951378904","208.422941863003","6.67207571414252e-07","1.00914554388666","-0.0456267297362223","6.67207571400602e-07","0.00220657778500466","0.00447615989980828","0.00243291050784889","0.997567089492151",NA,"0.608866892910985","0.066362381069752","0.01","0.1","","",""
"3","CO_oil1","USGG30YR_IndexMoMDifferenceL0","70","0.170807951591781","0.158790675527894","216.057142519218","220.554133003317","0.000340724651840651","1.1004897873504","2.96418057708912","0.000340724651840674","0.00147508810637461","0.000182564966458583","0.000128285156180746","0.999871714843819",NA,"0.833774171059648","0.0764675890779148","0.01","0.1","","",""
"4","CO_oil1","WPSID61MoMDifferenceL0","70","0.16948808981835","0.157451685322964","216.168476041245","220.665466525344","0.000361163457395675","1.10136528830629","0.35645254656108","0.000361163457395652","0.0339036719867153","0.063228624901938","0.052751842621439","0.947248157378561",NA,"0.940696081404372","0.01","0.01","0.1","","",""
"5","CO_oil1","USGG30YR_IndexMoMPercentChangeL0","70","0.161286571204757","0.149131304120768","216.856353117494","221.353343601593","0.000517975603477216","1.10679006112728","8.13829448879038","0.000517975603477286","0.0015827750702104","0.000171078891466199","9.36487128782511e-05","0.999906351287122",NA,"0.816183529627679","0.0800227729228538","0.01","0.1","","",""
"6","CO_oil1","WPSFD49502MoMDifferenceL0","70","0.14072879365344","0.12827558776436","218.551438830683","223.048429314782","0.00126653200671201","1.12027225899853","0.258389771229698","0.00126653200671199","0.0435516035654753","0.0263202554055305","0.034543678571694","0.965456321428306",NA,"0.907835559503035","0.0324870085244722","0.01","0.1","","",""
"7","CO_oil1","ISRATIOMoMPercentChangeL0","70","0.137588108834273","0.1250893857739","218.806826342498","223.303816826597","0.00145030326811146","1.12231772084192","-63.1313545511381","0.00145030326811141","0.0390645190157481","0.0194362513573041","0.0135091012523535","0.986490898747647",NA,"0.837914822082638","0.0356394393909604","0.01","0.1","","",""
"8","CO_oil1","WPSFD49207MoMDifferenceL0","70","0.137225108097092","0.12472112415647","218.836284082642","223.333274566741","0.00147316843270318","1.1225538952865","0.363191017299735","0.00147316843270322","0.0410065854245944","0.0251829883553467","0.0319055940176923","0.968094405982308",NA,"0.86177776292168","0.0337794080001253","0.01","0.1","","",""
"9","CO_oil1","ISRATIOMoMDifferenceL0","70","0.133902507261247","0.121350369685323","219.105340777536","223.602331261634","0.00169967314427466","1.12471333138095","-46.2500109375002","0.00169967314427467","0.039573364954667","0.0181010828667365","0.0125582382925959","0.987441761707404",NA,"0.835880487844328","0.0351225480584678","0.01","0.1","","",""
"10","CO_oil1","USGG10YR_IndexMoMDifferenceL0","70","0.13386133833965","0.121308604112689","219.108668065798","223.605658549897","0.00170268478155022","1.12474006202336","2.40768051295189","0.00170268478155021","0.000143525314313721","0.000336386712272573","0.000236378021333053","0.999763621978667",NA,"0.757041860671918","0.0594659422358284","0.01","0.1","","",""
"11","CO_oil1","ism_man_pricesMoMDifferenceL0","70","0.130614345463839","0.118014553369112","219.370594406302","223.867584890401","0.0019575602020212","1.1268463106194","0.0933423183072677","0.00195756020202121","0.0495065946763336","0.0312347492657825","0.0157658727537803","0.98423412724622",NA,"0.835476398864508","0.056770294364887","0.01","0.1","","",""
"12","CO_oil1","USGG10YR_IndexMoMPercentChangeL0","70","0.121070199760539","0.10833208671359","220.134869336398","224.631859820496","0.00294558517963139","1.13301470644614","4.9872961835145","0.0029455851796314","0.000712227516420559","0.000289845549289915","0.000136148741516962","0.999863851258483",NA,"0.751215057455791","0.0606774185634196","0.01","0.1","","",""
